"year","Measures","Contra.Costa.County..California","Marin.County..California","San.Mateo.County..California","Ventura.County..California","Santa.Clara.County..California","Douglas.County..Colorado","District.of.Columbia","DuPage.County..Illinois","Lake.County..Illinois","Hamilton.County..Indiana","Johnson.County..Kansas","Oakland.County..Michigan","Dakota.County..Minnesota","Washington.County..Minnesota","Bergen.County..New.Jersey","Middlesex.County..New.Jersey","Monmouth.County..New.Jersey","Morris.County..New.Jersey","Somerset.County..New.Jersey","Nassau.County..New.York","Rockland.County..New.York","Suffolk.County..New.York","Westchester.County..New.York","Bucks.County..Pennsylvania","Chester.County..Pennsylvania","Montgomery.County..Pennsylvania","Collin.County..Texas","Fort.Bend.County..Texas","Arlington.County..Virginia","Fairfax.County..Virginia","Loudoun.County..Virginia","Prince.William.County..Virginia","Waukesha.County..Wisconsin","Anne.Arundel.County..Maryland","Baltimore.County..Maryland","Frederick.County..Maryland","Howard.County..Maryland","Montgomery.County..Maryland","Prince.George.s.County..Maryland"
"2010","Median.Value..Dollars..for.Owner.Occupied.Housing.Units..Median.value..dollars.",548200,868000,784800,568700,701000,338700,443300,316900,287300,211200,209900,204300,243700,264800,482300,356000,424800,474700,431200,487900,476900,424200,556900,321500,334300,297200,199000,171500,571700,507800,495000,377700,262200,370100,269900,349500,456200,482900,327600
"2011","Median.Value..Dollars..for.Owner.Occupied.Housing.Units...Median.value..dollars..",490200,840900,763100,515900,681100,337900,442600,309800,280900,212800,211800,190500,238300,257200,474200,349000,413500,463200,420500,478600,465100,411000,547000,319600,333400,297900,202000,175100,575600,493100,472000,353300,261100,361700,269400,335600,447000,469900,312800
"2012","Median.Value..Dollars..for.Owner.Occupied.Housing.Units..Median.value..dollars.",433800,810700,734100,465600,656600,335300,443000,298500,267700,214400,211900,177600,229400,249300,461400,340000,399000,446800,407300,467500,449600,395200,533300,315600,329700,296000,204900,179800,577300,480200,448700,330700,257700,349800,263900,316800,435300,455800,289400
"2013","Median.Value..Dollars..for.Owner.Occupied.Housing.Units...Median.value..dollars..",404000,781900,722200,442200,645600,335600,445200,286500,254800,215600,210900,170500,223300,241900,451400,330000,389900,432400,398800,454500,435300,383400,518400,309900,325200,292600,206100,183600,584600,476600,437700,321400,253800,340000,253300,307000,428100,446300,269800
"2014","Median.Value..Dollars..for.Owner.Occupied.Housing.Units...Median.value..dollars..",417400,785100,736800,444800,664100,340300,454500,279700,247300,218000,212300,170600,220500,240200,443500,325000,386900,426700,396500,447700,424400,376800,509200,307600,323600,290800,211900,189500,594800,486900,443100,323400,249900,333100,248700,301300,426300,448700,258800
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total.",1270,1523,1443,1391,1402,1174,1063,1008,963,903,857,871,891,992,1236,1187,1137,1221,1295,1407,1240,1427,1203,997,1077,1028,968,1062,1519,1492,1531,1338,869,1306,1033,1133,1346,1417,1140
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.2005.or.later",1417,1535,1547,1710,1621,1405,1655,1233,1374,990,1028,1298,1164,1275,1890,1362,1395,1570,1649,2001,1211,1620,1718,1634,1410,1478,1182,1233,2001,1811,1816,1729,1052,1662,1095,1414,1496,1732,1395
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.2000.to.2004",1480,1676,1711,1627,1477,1090,1744,1182,1100,995,952,1221,1071,1398,2001,1415,1357,1678,1403,1549,1211,1676,1774,1486,1213,1356,1056,1115,1923,1757,1650,1469,986,1615,1211,1323,1455,1719,1346
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1990.to.1999",1387,1527,1414,1572,1505,1229,1117,1157,1018,942,890,897,986,1067,1466,1274,1251,1385,1494,1374,1385,1445,1493,1328,1275,1185,987,1070,1852,1653,1565,1345,983,1467,1176,1243,1373,1547,1291
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1980.to.1989",1328,1467,1469,1478,1438,1149,1036,1063,938,824,820,868,966,931,1358,1276,1097,1188,1390,1410,1200,1328,1221,1099,1159,1059,878,1045,1722,1514,1379,1338,837,1272,1059,1152,1391,1418,1204
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1970.to.1979",1209,1560,1441,1438,1389,1292,995,955,935,814,799,798,820,854,1221,1182,1079,1147,1258,1297,1175,1367,1183,1003,1059,1052,945,1013,1431,1412,1364,1245,844,1220,1009,1060,1271,1366,1125
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1960.to.1969",1194,1460,1401,1300,1342,908,954,917,879,849,808,836,822,768,1233,1122,1079,1184,1183,1342,1174,1431,1165,953,983,1027,881,807,1373,1352,1505,1167,730,1167,994,1095,1178,1326,1116
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1950.to.1959",1301,1586,1445,1311,1397,1304,974,998,967,911,900,921,803,831,1198,1127,1194,1248,1285,1491,1321,1551,1170,974,972,987,872,985,1306,1409,1280,1121,866,1245,1011,872,1283,1381,1095
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1940.to.1949",1192,1491,1560,1094,1372,935,972,878,963,783,799,929,746,689,1173,1145,1153,1310,1169,1440,1446,1367,1187,760,949,963,826,695,1268,1270,1607,1182,780,1136,898,906,1359,1300,1100
"2010","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total..Built.1939.or.earlier",1167,1549,1395,1069,1268,917,1219,996,895,820,698,907,822,884,1181,1169,1179,1262,1234,1399,1277,1383,1187,902,977,927,811,781,1370,943,1320,1159,771,1226,981,947,1064,1345,1085
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..",1309,1571,1508,1428,1459,1227,1135,1047,988,919,880,894,906,1048,1289,1216,1178,1256,1379,1447,1299,1461,1252,1059,1122,1078,996,1097,1604,1572,1603,1402,894,1369,1082,1184,1388,1473,1180
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2005.or.later.",1381,1315,1622,1713,1721,1418,1753,1216,1489,1098,1094,1313,1057,1284,2001,1429,1340,1739,1604,2001,1413,1696,1726,1779,1549,1558,1160,1194,2001,1821,1870,1795,1087,1749,1177,1445,1478,1784,1512
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2000.to.2004.",1608,1771,1859,1655,1560,1155,1741,1250,1180,988,966,1275,1087,1465,2001,1488,1444,1779,1545,1547,1322,1727,1735,1644,1329,1399,1065,1176,1978,1761,1694,1573,1053,1690,1250,1419,1440,1741,1336
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1990.to.1999.",1425,1582,1511,1601,1583,1308,1058,1191,1054,990,914,926,1007,1126,1595,1284,1256,1428,1604,1478,1374,1473,1463,1443,1321,1231,1019,1093,1888,1718,1631,1383,1003,1521,1210,1350,1423,1654,1345
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1980.to.1989.",1365,1512,1546,1555,1499,1128,1054,1092,983,874,843,881,977,966,1391,1340,1144,1223,1503,1328,1268,1353,1318,1162,1230,1093,907,1090,1784,1623,1432,1365,875,1333,1101,1165,1424,1472,1249
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1970.to.1979.",1242,1609,1498,1474,1434,1335,1081,975,943,851,816,814,836,893,1250,1209,1125,1181,1286,1311,1194,1368,1236,1061,1087,1096,929,1058,1527,1458,1418,1391,854,1279,1058,1106,1311,1417,1156
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1960.to.1969.",1209,1515,1455,1334,1400,689,1034,951,925,823,824,868,817,796,1276,1149,1136,1207,1239,1379,1226,1465,1208,979,1027,1073,896,886,1447,1401,1436,1223,757,1182,1036,1113,1246,1387,1161
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1950.to.1959.",1341,1588,1518,1340,1446,1219,1026,1094,959,948,890,966,839,835,1259,1133,1221,1331,1308,1510,1368,1590,1235,981,1037,1047,1010,1024,1361,1480,1318,1116,862,1319,1056,1037,1308,1420,1123
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1940.to.1949.",1212,1637,1610,1225,1424,923,994,919,988,798,830,941,768,696,1201,1229,1156,1356,1224,1454,1428,1393,1214,820,1013,991,881,741,1340,1363,1234,1145,733,1205,968,883,1286,1399,1126
"2011","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1939.or.earlier.",1208,1565,1449,1072,1286,932,1311,1029,902,817,739,898,807,991,1225,1196,1212,1296,1256,1455,1402,1419,1234,931,1017,952,831,863,1385,1054,1217,1224,769,1250,1033,993,1188,1282,1125
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent....Total.",1340,1598,1541,1447,1508,1237,1200,1079,1007,940,905,909,925,1077,1308,1245,1204,1313,1379,1479,1316,1480,1290,1096,1142,1102,1027,1140,1678,1621,1629,1438,906,1409,1118,1210,1433,1525,1216
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.2010.or.later",993,NA,2001,2001,1820,1276,2001,1486,951,975,889,897,929,1325,1859,1640,933,2001,1125,2001,1102,1498,2001,NA,1380,2000,1070,1142,1969,1729,1478,1739,1135,1528,1141,638,1824,1564,1182
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.2000.to.2009",1584,1677,1755,1669,1619,1237,1785,1301,1345,1031,1021,1241,1088,1359,2001,1457,1455,1835,1543,1686,1360,1718,1720,1682,1448,1529,1151,1235,2001,1831,1809,1755,1087,1729,1281,1447,1589,1831,1503
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1990.to.1999",1489,1573,1554,1568,1639,1326,1086,1201,1095,1012,942,963,1024,1201,1627,1352,1211,1493,1591,1464,1444,1525,1576,1458,1351,1292,1060,1154,1972,1753,1644,1418,1003,1633,1250,1360,1520,1708,1387
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1980.to.1989",1397,1549,1598,1549,1558,1152,1142,1094,982,897,864,894,987,1024,1425,1376,1178,1277,1509,1363,1273,1361,1382,1227,1237,1137,924,1095,1822,1670,1479,1393,880,1385,1148,1208,1437,1503,1286
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1970.to.1979",1275,1640,1535,1489,1470,1268,1122,995,965,912,837,831,860,891,1262,1222,1142,1208,1302,1384,1233,1405,1249,1069,1110,1094,952,1092,1583,1491,1454,1410,863,1287,1098,1096,1329,1458,1186
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1960.to.1969",1228,1526,1463,1355,1461,848,1096,982,924,797,853,874,814,834,1288,1179,1166,1233,1293,1466,1258,1481,1253,1007,1085,1092,880,929,1532,1441,1397,1200,792,1212,1054,1173,1269,1410,1196
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1950.to.1959",1324,1591,1534,1375,1490,1105,1086,1144,967,946,920,1003,862,919,1280,1167,1234,1347,1294,1518,1384,1587,1274,1057,1118,1070,1055,1073,1433,1536,1338,1248,837,1361,1099,1083,1309,1433,1157
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1940.to.1949",1244,1802,1636,1221,1451,1063,1066,957,973,840,918,920,781,818,1200,1237,1188,1396,1230,1479,1447,1447,1234,841,1007,1004,873,795,1391,1393,1597,960,734,1234,979,890,1315,1400,1144
"2012","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built..Median.gross.rent.....Built.1939.or.earlier",1227,1568,1519,1135,1339,980,1394,1066,940,819,683,856,750,951,1249,1230,1250,1367,1209,1478,1362,1410,1271,978,1020,984,867,837,1387,1138,1391,1163,796,1231,1055,1003,1142,1312,1147
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..",1365,1628,1602,1470,1566,1273,1242,1104,1022,963,918,919,944,1097,1334,1265,1219,1339,1386,1504,1324,1495,1325,1107,1166,1128,1063,1167,1733,1687,1654,1477,908,1454,1139,1243,1489,1568,1241
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2005.or.later.",1168,2001,2001,1505,1885,1342,1698,1525,965,1114,1056,889,888,1083,2001,1640,1672,2001,1147,2001,1616,1676,2001,1583,1543,1678,1143,1184,2001,1802,1515,1906,1215,1683,1643,711,1989,1652,1217
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2000.to.2004.",1642,1642,1815,1703,1666,1299,1842,1340,1370,1083,1028,1247,1096,1369,2001,1463,1493,1911,1627,1759,1296,1707,1735,1673,1510,1501,1181,1250,2001,1898,1879,1822,1103,1810,1311,1460,1643,1887,1573
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1990.to.1999.",1510,1598,1614,1591,1665,1349,1154,1218,1116,1059,948,967,1039,1220,1647,1382,1242,1480,1583,1571,1375,1564,1594,1458,1372,1334,1091,1200,1999,1807,1677,1435,999,1672,1245,1395,1609,1688,1398
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1980.to.1989.",1412,1598,1595,1572,1602,1192,1215,1116,1021,880,874,896,1018,1033,1405,1393,1206,1269,1481,1503,1313,1378,1429,1191,1257,1189,957,1115,1873,1696,1513,1413,887,1381,1177,1213,1450,1552,1315
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1970.to.1979.",1326,1657,1614,1499,1538,1116,1152,1023,976,931,865,843,887,907,1300,1227,1158,1225,1340,1378,1262,1425,1286,1079,1129,1122,978,1133,1591,1586,1411,1428,860,1287,1108,1155,1427,1484,1219
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1960.to.1969.",1255,1576,1517,1380,1510,851,1126,993,920,791,856,866,833,820,1293,1195,1161,1263,1246,1482,1287,1522,1290,1021,1107,1107,897,943,1591,1481,1466,1330,840,1209,1077,1161,1321,1439,1215
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1950.to.1959.",1366,1605,1587,1395,1561,1125,1116,1179,965,919,935,1005,869,870,1314,1190,1236,1336,1293,1507,1405,1533,1299,1093,1153,1082,943,1017,1485,1596,1282,1247,854,1477,1107,1175,1366,1485,1170
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1940.to.1949.",1229,1763,1686,1235,1489,2001,1092,995,956,881,849,933,798,875,1207,1237,1249,1454,1246,1493,1463,1483,1271,826,1029,1004,934,803,1425,1439,1238,1237,759,1258,1050,944,1594,1396,1154
"2013","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1939.or.earlier.",1186,1650,1617,1144,1377,932,1449,1056,944,782,708,896,814,1000,1278,1237,1259,1428,1257,1517,1359,1420,1306,1000,1047,1006,887,817,1390,1283,1263,1195,774,1261,1083,1007,1067,1419,1124
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..",1395,1659,1664,1494,1637,1353,1302,1127,1055,985,932,934,955,1125,1340,1292,1241,1353,1420,1559,1329,1519,1354,1128,1192,1146,1086,1187,1802,1724,1673,1532,925,1479,1155,1272,1548,1611,1276
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2005.or.later.",1321,2001,2001,1554,2001,1452,1878,1233,926,1104,1078,1143,889,1221,2001,1582,1419,2001,1316,2001,1634,1721,2001,1364,1483,1489,1158,1150,2001,1890,1696,1887,1135,1860,1607,1306,1885,1715,1314
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.2000.to.2004.",1656,1637,1807,1713,1753,1405,1938,1376,1375,1116,1052,1235,1119,1394,2001,1476,1583,1987,1809,1853,1325,1733,1699,1734,1558,1515,1206,1284,2001,1932,1887,1890,1131,1839,1356,1535,1733,1906,1606
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1990.to.1999.",1539,1641,1673,1629,1716,1404,1214,1230,1182,1082,963,997,1042,1214,1644,1429,1286,1465,1629,1584,1384,1605,1562,1468,1428,1324,1113,1247,2001,1815,1695,1469,1026,1690,1253,1400,1644,1690,1402
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1980.to.1989.",1434,1645,1677,1620,1659,1226,1298,1144,1041,892,887,909,1023,1049,1376,1411,1246,1289,1515,1569,1302,1447,1464,1195,1288,1218,978,1145,1944,1733,1574,1461,891,1409,1185,1247,1487,1598,1352
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1970.to.1979.",1346,1670,1674,1521,1618,1176,1197,1047,992,945,863,868,887,914,1313,1246,1160,1255,1350,1466,1234,1454,1321,1094,1168,1129,972,1114,1651,1637,1477,1441,868,1329,1120,1203,1474,1513,1241
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1960.to.1969.",1311,1667,1575,1399,1582,809,1142,1013,923,822,883,869,848,810,1304,1192,1198,1301,1274,1561,1313,1554,1310,1032,1129,1122,931,929,1606,1490,1329,1479,874,1245,1087,1091,1328,1513,1231
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1950.to.1959.",1358,1624,1679,1376,1642,1258,1170,1197,1003,832,958,1010,896,881,1313,1219,1221,1344,1324,1545,1409,1497,1350,1135,1145,1106,1020,984,1631,1666,1257,1217,878,1418,1122,1283,1352,1510,1220
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1940.to.1949.",1264,1743,1737,1259,1619,1162,1130,1051,977,858,769,919,821,945,1241,1256,1267,1404,1275,1497,1434,1489,1284,908,1015,1034,939,920,1490,1455,1156,1514,769,1285,1072,924,1611,1422,1212
"2014","Median.Gross.Rent.for.Renter.Occupied.Housing.Units.by.Year.Structure.Built...Median.gross.rent....Total..Built.1939.or.earlier.",1212,1631,1590,1165,1399,906,1514,1085,955,785,731,895,838,1008,1270,1248,1303,1392,1269,1565,1393,1423,1329,1016,1058,1039,1018,838,1452,1397,1517,1136,775,1226,1096,1028,1184,1376,1148
"2010","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Total.",1013854,241149,697137,798863,1710231,272228,551331,897226,678680,259945,525955,1190507,391308,230531,886798,774106,621520,481484,316393,1308076,298977,1455696,916524,612643,477949,770197,734944,535467,194184,1039870,289927,373128,381495,508855,780921,223952,276530,939129,831517
"2010","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.below.poverty.level.",91142,16796,48744,73842,152066,7774,101767,50996,47543,11783,29173,103874,21768,11906,51639,57406,38952,19400,11235,64807,33676,83687,75538,30228,29734,43182,50931,42631,13556,53181,9137,19777,16865,27162,63465,10721,11486,56011,65953
"2010","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.below.poverty.level..Male.",40949,7467,22222,32625,70594,3476,43553,21824,21039,5036,12411,45422,10087,5310,21188,25463,15368,8518,4722,26447,16310,35679,32527,13157,13626,17862,23545,18138,5757,23049,4258,8046,7370,11626,26863,4577,4669,23891,29739
"2010","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.below.poverty.level..Male..Under.5.years",4451,665,2150,3892,7246,353,4432,2243,2475,742,1569,4494,1111,695,1433,2413,1598,696,541,2566,2567,3180,3626,1425,1187,1852,2962,2404,405,2068,580,1164,860,1361,3046,689,522,2340,2816
"2010","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.below.poverty.level..Male..5.years",754,123,426,539,1428,45,737,525,694,110,278,892,240,55,319,630,317,140,133,402,571,738,783,223,210,415,391,388,144,428,104,114,166,205,583,82,85,655,605
